is_number,title,domain,standard_type,source_authority,source_type,verification_status,status,embedding_text,source_document,source_url,reviewed_in,amendment_count,certification_status,supersedes,superseded_by,metadata_rule
IS 7754 (Part 3):2024,Microstructure of Cast Iron - Part 3 Matrix Structures,Metallurgy / Testing,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7754 (Part 3):2024 | Microstructure of Cast Iron - Part 3 Matrix Structures | Metallurgy / Testing | Test Method,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 9415:2024,Method for Determination of Hardenability and Grain Size of Tool Steels by Penetration Fracture Test,Metallurgy / Testing,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 9415:2024 | Method for Determination of Hardenability and Grain Size of Tool Steels by Penetration Fracture Test | Metallurgy / Testing | Test Method,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7739 (Part 1):1975,Code of practice for preparation of metallographic specimens - Part 1 General features,Metallurgy / Metallography,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7739 (Part 1):1975 | Code of practice for preparation of metallographic specimens - Part 1 General features | Metallurgy / Metallography | Code of Practice,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7739 (Part 2):1975,Code of practice for preparation of metallographic specimens - Part 2 Electrolytic polishing,Metallurgy / Metallography,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7739 (Part 2):1975 | Code of practice for preparation of metallographic specimens - Part 2 Electrolytic polishing | Metallurgy / Metallography | Code of Practice,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7739 (Part 3):1975,Code of practice for preparation of metallographic specimens - Part 3 Aluminium and its alloys,Metallurgy / Metallography,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7739 (Part 3):1975 | Code of practice for preparation of metallographic specimens - Part 3 Aluminium and its alloys | Metallurgy / Metallography | Code of Practice,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7739 (Part 4):1975,Code of practice for preparation of metallographic specimens - Part 4 Copper and its alloys,Metallurgy / Metallography,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7739 (Part 4):1975 | Code of practice for preparation of metallographic specimens - Part 4 Copper and its alloys | Metallurgy / Metallography | Code of Practice,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7739 (Part 5):1976,Code of practice for preparation of metallographic specimens - Part 5 Iron and steel,Metallurgy / Metallography,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7739 (Part 5):1976 | Code of practice for preparation of metallographic specimens - Part 5 Iron and steel | Metallurgy / Metallography | Code of Practice,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7739 (Part 6):1975,Code of practice for preparation of metallographic specimens - Part 6 Lead and its alloys,Metallurgy / Metallography,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7739 (Part 6):1975 | Code of practice for preparation of metallographic specimens - Part 6 Lead and its alloys | Metallurgy / Metallography | Code of Practice,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7739 (Part 7):1975,Code of practice for preparation of metallographic specimens - Part 7 Magnesium and its alloys,Metallurgy / Metallography,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7739 (Part 7):1975 | Code of practice for preparation of metallographic specimens - Part 7 Magnesium and its alloys | Metallurgy / Metallography | Code of Practice,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7739 (Part 8):1975,Code of practice for preparation of metallographic specimens - Part 8 Nickel and its alloys,Metallurgy / Metallography,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7739 (Part 8):1975 | Code of practice for preparation of metallographic specimens - Part 8 Nickel and its alloys | Metallurgy / Metallography | Code of Practice,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7739 (Part 9):1975,"Code of practice for preparation of metallographic specimens - Part 9 Gold, silver, platinum and palladium",Metallurgy / Metallography,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,"IS 7739 (Part 9):1975 | Code of practice for preparation of metallographic specimens - Part 9 Gold, silver, platinum and palladium | Metallurgy / Metallography | Code of Practice",BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7739 (Part 10):1975,Code of practice for preparation of metallographic specimens - Part 10 Tin and its alloys,Metallurgy / Metallography,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7739 (Part 10):1975 | Code of practice for preparation of metallographic specimens - Part 10 Tin and its alloys | Metallurgy / Metallography | Code of Practice,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 7739 (Part 11):1976,Code of practice for preparation of metallographic specimens - Part 11 Zinc and its alloys,Metallurgy / Metallography,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 7739 (Part 11):1976 | Code of practice for preparation of metallographic specimens - Part 11 Zinc and its alloys | Metallurgy / Metallography | Code of Practice,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS/ISO/TR 10217:1989,Solar Energy - Water Heating Systems - Guide to Material Selection with Regard to Internal Corrosion,Renewable Energy / Solar Thermal,Guide,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS/ISO/TR 10217:1989 | Solar Energy - Water Heating Systems - Guide to Material Selection with Regard to Internal Corrosion | Renewable Energy / Solar Thermal | Guide,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 12976:2023,Solar Water Heating Systems - Code of Practice,Renewable Energy / Solar Thermal,Code of Practice,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 12976:2023 | Solar Water Heating Systems - Code of Practice | Renewable Energy / Solar Thermal | Code of Practice,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 13129 (Part 1):2023,Solar Heating - Domestic Water Heating Systems Part 1 Performance Rating Procedure Using Indoor Test Methods,Renewable Energy / Solar Thermal,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 13129 (Part 1):2023 | Solar Heating - Domestic Water Heating Systems Part 1 Performance Rating Procedure Using Indoor Test Methods | Renewable Energy / Solar Thermal | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 13129 (Part 2):2023,Solar Heating - Domestic Water Heating Systems Part 2 System Performance Characterization and Yearly Performance Prediction,Renewable Energy / Solar Thermal,Test/Performance Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 13129 (Part 2):2023 | Solar Heating - Domestic Water Heating Systems Part 2 System Performance Characterization and Yearly Performance Prediction | Renewable Energy / Solar Thermal | Test/Performance Standard,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 13129 (Part 3):2024,Solar Heating - Domestic Water Heating Systems Part 3 System Component Characterization and Prediction,Renewable Energy / Solar Thermal,Test/Performance Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 13129 (Part 3):2024 | Solar Heating - Domestic Water Heating Systems Part 3 System Component Characterization and Prediction | Renewable Energy / Solar Thermal | Test/Performance Standard,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 13129 (Part 4):2023,Solar Heating - Domestic Water Heating Systems Part 4 Determination of Durability and Reliability,Renewable Energy / Solar Thermal,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 13129 (Part 4):2023 | Solar Heating - Domestic Water Heating Systems Part 4 Determination of Durability and Reliability | Renewable Energy / Solar Thermal | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 16368:2015,Test Procedure for Thermosyphon Type Domestic Solar Hot Water Heating Systems,Renewable Energy / Solar Thermal,Test Method,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 16368:2015 | Test Procedure for Thermosyphon Type Domestic Solar Hot Water Heating Systems | Renewable Energy / Solar Thermal | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 16544:2016,All Glass Evacuated Tubes Solar Water Heating System,Renewable Energy / Solar Thermal,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 16544:2016 | All Glass Evacuated Tubes Solar Water Heating System | Renewable Energy / Solar Thermal | Product Standard,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15490,Stainless Steel Cylinder,Automotive / LPG/CNG Components,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15490 | Stainless Steel Cylinder | Automotive / LPG/CNG Components | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15935,Composite Cylinder,Automotive / LPG/CNG Components,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15935 | Composite Cylinder | Automotive / LPG/CNG Components | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 16988,Cylinder Valve,Automotive / LPG/CNG Components,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 16988 | Cylinder Valve | Automotive / LPG/CNG Components | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15712,Automatic Valve (Solenoid Valve),Automotive / LPG/CNG Components,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15712 | Automatic Valve (Solenoid Valve) | Automotive / LPG/CNG Components | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15713,Pressure Regulator,Automotive / LPG/CNG Components,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15713 | Pressure Regulator | Automotive / LPG/CNG Components | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15714,Gas/Air Mixer,Automotive / LPG/CNG Components,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15714 | Gas/Air Mixer | Automotive / LPG/CNG Components | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15715,Ventilation Hose/Pipe,Automotive / LPG/CNG Components,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15715 | Ventilation Hose/Pipe | Automotive / LPG/CNG Components | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15716,High Pressure Fuel Line (Rigid),Automotive / LPG/CNG Components,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15716 | High Pressure Fuel Line (Rigid) | Automotive / LPG/CNG Components | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15717,Petrol Valve (Auto/Manual),Automotive / LPG/CNG Components,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15717 | Petrol Valve (Auto/Manual) | Automotive / LPG/CNG Components | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15718,High Pressure Fuel Line (Flexible Hose),Automotive / LPG/CNG Components,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15718 | High Pressure Fuel Line (Flexible Hose) | Automotive / LPG/CNG Components | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15719,Electrical Wiring Kit,Automotive / LPG/CNG Components,Product Standard,BIS,BIS official compendium / programme of work,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 15719 | Electrical Wiring Kit | Automotive / LPG/CNG Components | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 302 (Part 2/Sec 12):1993,Safety of household and similar electrical appliances - Part 2 Particular requirements: Section 12 Warming plates and similar appliances,Electrical Appliances,Safety Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 302 (Part 2/Sec 12):1993 | Safety of household and similar electrical appliances - Part 2 Particular requirements: Section 12 Warming plates and similar appliances | Electrical Appliances | Safety Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 302 (Part 2/Sec 32):1994,Safety of household and similar electrical appliances - Part 2 Particular requirements: Section 32 Massage appliances,Electrical Appliances,Safety Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 302 (Part 2/Sec 32):1994 | Safety of household and similar electrical appliances - Part 2 Particular requirements: Section 32 Massage appliances | Electrical Appliances | Safety Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 302 (Part 2/Sec 45):1994,Safety of household and similar electrical appliances - Part 2 Particular requirements: Section 45 Electric heating tools,Electrical Appliances,Safety Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 302 (Part 2/Sec 45):1994 | Safety of household and similar electrical appliances - Part 2 Particular requirements: Section 45 Electric heating tools | Electrical Appliances | Safety Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 302 (Part 2/Sec 209):1994,Safety of household and similar electrical appliances - Part 2 Particular requirements: Section 209 Low speed food grinding machines,Electrical Appliances,Safety Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 302 (Part 2/Sec 209):1994 | Safety of household and similar electrical appliances - Part 2 Particular requirements: Section 209 Low speed food grinding machines | Electrical Appliances | Safety Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS/IEC 60730 (Part 1):1999,Automatic electrical controls for household and similar use - Part 1 General requirements,Electrical Controls,Safety Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS/IEC 60730 (Part 1):1999 | Automatic electrical controls for household and similar use - Part 1 General requirements | Electrical Controls | Safety Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 16636:2017,Automatic power factor correction panels for voltage rating up to and including 1000 V,Electrical / Panels,Product Specification,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 16636:2017 | Automatic power factor correction panels for voltage rating up to and including 1000 V | Electrical / Panels | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 17120:2019,In-cable control and protection device for mode 2 charging of electric road vehicles,Electric Vehicles / Charging,Product Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 17120:2019 | In-cable control and protection device for mode 2 charging of electric road vehicles | Electric Vehicles / Charging | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 17550 (Part 1):2024,Household refrigerating appliances - Characteristics and test methods - Part 1 General requirements,Domestic Appliances / Refrigeration,Test/Technical Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 17550 (Part 1):2024 | Household refrigerating appliances - Characteristics and test methods - Part 1 General requirements | Domestic Appliances / Refrigeration | Test/Technical Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 15787:2025,Switched Socket-Outlets without Interlock for Fixed Installations - Particular Requirements,Electrical / Switchgear,Product Specification,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 15787:2025 | Switched Socket-Outlets without Interlock for Fixed Installations - Particular Requirements | Electrical / Switchgear | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS/IEC 62368 (Part 1):2023,Audio Video Information and Communication Technology Equipment - Part 1 Safety Requirements,Electronics / ICT,Safety Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS/IEC 62368 (Part 1):2023 | Audio Video Information and Communication Technology Equipment - Part 1 Safety Requirements | Electronics / ICT | Safety Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS/IEC 62807 (Part 3):2023,Hybrid Communication Cables - Part 3 Outdoor Hybrid Cables,Telecom / Cables,Product Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS/IEC 62807 (Part 3):2023 | Hybrid Communication Cables - Part 3 Outdoor Hybrid Cables | Telecom / Cables | Product Standard,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS/IEC 62807 (Part 3/Sec 10):2023,Hybrid communication cables - Part 3-10 Outdoor hybrid cables - Family specification for FTTA hybrid communication cables,Telecom / Cables,Product Specification,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS/IEC 62807 (Part 3/Sec 10):2023 | Hybrid communication cables - Part 3-10 Outdoor hybrid cables - Family specification for FTTA hybrid communication cables | Telecom / Cables | Product Specification,BIS official standards catalogue / programme of work / capsule-course material,https://standards.bis.gov.in/,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS/IEC 61683:1999,Photovoltaic systems - Power conditioners - Procedure for measuring efficiency,Renewable Energy / Solar PV,Test Method,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS/IEC 61683:1999 | Photovoltaic systems - Power conditioners - Procedure for measuring efficiency | Renewable Energy / Solar PV | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS/IEC 61701:2011,Salt mist corrosion testing of photovoltaic (PV) modules,Renewable Energy / Solar PV,Test Method,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS/IEC 61701:2011 | Salt mist corrosion testing of photovoltaic (PV) modules | Renewable Energy / Solar PV | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS/IEC 61730 (Part 1):2016,Photovoltaic (PV) Module Safety Qualification - Part 1 Requirements for Construction,Renewable Energy / Solar PV,Safety Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS/IEC 61730 (Part 1):2016 | Photovoltaic (PV) Module Safety Qualification - Part 1 Requirements for Construction | Renewable Energy / Solar PV | Safety Standard,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS/IEC 61730 (Part 2):2016,Photovoltaic (PV) module safety qualification - Part 2 Requirements for testing,Renewable Energy / Solar PV,Test Method,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS/IEC 61730 (Part 2):2016 | Photovoltaic (PV) module safety qualification - Part 2 Requirements for testing | Renewable Energy / Solar PV | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 17210 (Part 1):2019,Photovoltaic (PV) Modules - Test Methods for the Detection of Potential-Induced Degradation Part 1 Crystalline Silicon,Renewable Energy / Solar PV,Test Method,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 17210 (Part 1):2019 | Photovoltaic (PV) Modules - Test Methods for the Detection of Potential-Induced Degradation Part 1 Crystalline Silicon | Renewable Energy / Solar PV | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14286:2010,Crystalline silicon terrestrial photovoltaic (PV) modules - Design qualification and type approval,Renewable Energy / Solar PV,Product/Test Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14286:2010 | Crystalline silicon terrestrial photovoltaic (PV) modules - Design qualification and type approval | Renewable Energy / Solar PV | Product/Test Standard,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
